TabellarischeAuswertung von: 01.11.2023 00:00:00 bis: 20.11.2023 00:00:00;;;;;
Sps_datum;Trocknung-Durchfluss  7A Netz 700.1 [m³/min];Trocknung-Durchfluss  7B Netz 800.1 [m³/min];Trocknung-Durchfluss 7A Netz 700.5 [m³/min];Trocknung-Durchfluss 7A Netz 700.6 [m³/min];Trocknung-Durchfluss 7C Netz 900.1 [m³/min]
09.11.2023 09:22:36;NaN;19,03;32,72;60,41;13,89
09.11.2023 09:37:36;NaN;28,09;33,58;61,12;19,63
09.11.2023 09:52:36;NaN;35,04;32,57;57,70;27,71
09.11.2023 10:07:36;NaN;90,61;44,86;90,51;28,42
09.11.2023 10:22:36;NaN;86,00;47,02;95,26;36,32
09.11.2023 10:37:36;NaN;71,49;48,22;96,62;41,61
09.11.2023 10:52:36;NaN;61,36;41,92;80,18;28,50
09.11.2023 11:07:36;NaN;93,39;50,60;103,24;28,03
09.11.2023 11:22:36;NaN;94,30;45,84;90,55;24,59
09.11.2023 11:37:36;NaN;83,84;43,64;84,16;30,68
09.11.2023 11:52:36;NaN;52,20;42,30;80,56;23,81
09.11.2023 12:07:36;NaN;92,55;48,19;92,49;50,12
09.11.2023 12:22:36;NaN;60,69;46,25;89,58;36,47
09.11.2023 12:37:36;NaN;78,83;46,29;90,41;34,68
09.11.2023 12:52:36;NaN;63,67;46,70;89,75;29,64
09.11.2023 13:07:36;NaN;87,78;48,13;91,03;26,76
09.11.2023 13:22:36;NaN;78,67;45,85;93,18;40,97
09.11.2023 13:37:36;NaN;85,96;54,34;110,86;22,27
09.11.2023 13:52:36;NaN;75,38;45,24;86,86;22,38
09.11.2023 14:07:36;NaN;89,09;50,96;99,12;23,90
09.11.2023 14:22:36;NaN;89,43;46,98;91,32;32,91
09.11.2023 14:37:36;NaN;94,38;50,40;97,41;20,57
09.11.2023 14:52:36;NaN;89,31;52,18;98,71;25,78
09.11.2023 15:07:36;NaN;25,27;36,52;65,26;41,97
09.11.2023 15:22:36;NaN;87,47;51,64;103,09;23,40
09.11.2023 15:37:36;NaN;87,82;48,65;91,68;23,22
09.11.2023 15:52:36;NaN;76,65;51,22;93,30;17,37
09.11.2023 16:07:36;NaN;65,55;49,47;94,01;50,79
09.11.2023 16:22:36;NaN;79,12;48,76;88,27;29,38
09.11.2023 16:37:36;NaN;73,87;44,73;80,71;15,01
09.11.2023 16:52:36;NaN;77,13;47,29;85,58;24,79
09.11.2023 17:07:36;NaN;82,13;44,60;77,46;19,37
09.11.2023 17:22:36;NaN;51,87;48,49;89,21;17,40
09.11.2023 17:37:36;NaN;58,48;44,85;76,21;19,88
09.11.2023 17:52:36;NaN;101,00;65,87;120,12;41,66
09.11.2023 18:07:36;NaN;38,52;36,76;58,08;11,56
09.11.2023 18:22:36;NaN;52,30;36,63;59,95;15,29
09.11.2023 18:37:36;NaN;73,55;45,34;77,75;17,14
09.11.2023 18:52:36;NaN;69,86;52,19;92,39;28,12
09.11.2023 19:07:36;NaN;64,62;47,02;86,86;19,88
09.11.2023 19:22:36;NaN;62,77;47,15;80,80;30,30
09.11.2023 19:37:36;NaN;70,24;44,54;74,89;23,18
09.11.2023 19:52:37;NaN;78,72;42,58;72,09;20,69
09.11.2023 20:07:37;NaN;100,92;53,98;98,65;23,31
09.11.2023 20:22:37;NaN;55,43;43,46;71,89;36,72
09.11.2023 20:37:37;NaN;41,70;40,37;64,53;28,77
09.11.2023 20:52:37;NaN;36,91;39,22;62,11;16,72
09.11.2023 21:07:37;NaN;55,84;48,98;88,29;19,93
09.11.2023 21:22:37;NaN;68,13;46,83;78,91;38,70
09.11.2023 21:37:37;NaN;72,86;46,33;80,95;16,98
09.11.2023 21:52:37;NaN;55,72;40,02;67,59;29,59
09.11.2023 22:07:37;NaN;81,13;42,16;69,77;26,35
09.11.2023 22:22:37;NaN;33,78;46,33;77,93;11,77
09.11.2023 22:37:37;NaN;73,45;45,36;80,08;28,96
09.11.2023 22:52:37;NaN;90,09;45,47;80,76;31,09
09.11.2023 23:07:37;NaN;65,37;50,42;90,64;10,69
09.11.2023 23:22:37;NaN;84,78;49,29;86,35;14,83
09.11.2023 23:37:37;NaN;68,55;46,92;83,63;25,56
09.11.2023 23:52:37;NaN;71,38;45,51;77,07;27,03
10.11.2023 00:07:37;NaN;69,08;41,91;71,05;20,53
10.11.2023 00:22:37;NaN;76,46;51,06;91,14;30,96
10.11.2023 00:37:37;NaN;82,12;52,19;92,37;35,29
10.11.2023 00:52:37;NaN;52,20;48,56;87,23;18,49
10.11.2023 01:07:37;NaN;61,56;52,77;94,21;12,86
10.11.2023 01:22:37;NaN;86,27;52,78;95,60;21,59
10.11.2023 01:37:37;NaN;74,64;45,39;77,65;15,98
10.11.2023 01:52:37;NaN;38,30;43,52;71,61;12,87
10.11.2023 02:07:37;NaN;37,65;38,14;62,35;11,57
10.11.2023 02:22:37;NaN;64,64;43,79;72,95;32,49
10.11.2023 02:37:37;NaN;28,89;44,62;76,06;12,71
10.11.2023 02:52:37;NaN;78,37;46,03;77,74;8,02
10.11.2023 03:07:37;NaN;53,27;38,49;61,55;27,95
10.11.2023 03:22:37;NaN;32,97;42,91;73,50;20,51
10.11.2023 03:37:37;NaN;39,96;33,95;52,69;26,55
10.11.2023 03:52:37;NaN;35,97;35,43;51,80;16,66
10.11.2023 04:07:37;NaN;39,65;36,51;56,12;23,31
10.11.2023 04:22:37;NaN;45,45;40,48;63,20;23,50
10.11.2023 04:37:37;NaN;62,97;40,53;67,03;26,87
10.11.2023 04:52:37;NaN;71,86;47,33;83,02;25,34
10.11.2023 05:07:37;NaN;58,66;46,68;79,96;23,93
10.11.2023 05:22:37;NaN;81,17;50,78;88,65;13,96
10.11.2023 05:37:37;NaN;67,18;53,93;94,12;38,35
10.11.2023 05:52:37;NaN;79,96;47,90;87,41;20,38
10.11.2023 06:07:37;NaN;47,64;40,31;59,03;31,15
10.11.2023 06:22:37;NaN;79,59;48,84;94,40;18,41
10.11.2023 06:37:37;NaN;90,49;50,41;91,34;37,86
10.11.2023 06:52:38;NaN;63,68;49,93;84,27;25,21
10.11.2023 07:07:38;NaN;70,75;49,97;90,73;18,94
10.11.2023 07:22:38;NaN;72,95;52,65;93,65;31,54
10.11.2023 07:37:38;NaN;83,56;55,44;102,33;43,07
10.11.2023 07:52:38;NaN;79,82;53,29;99,89;30,83
10.11.2023 08:07:38;NaN;77,93;53,45;95,30;36,17
10.11.2023 08:22:38;NaN;59,65;46,57;77,15;26,64
10.11.2023 08:37:38;NaN;76,38;49,91;89,30;25,62
10.11.2023 08:52:38;NaN;66,41;47,30;79,94;20,25
10.11.2023 09:07:38;NaN;64,50;42,57;69,62;30,32
10.11.2023 09:22:38;NaN;86,35;49,07;85,43;21,82
10.11.2023 09:37:38;NaN;42,13;40,55;60,89;26,71
10.11.2023 09:52:38;NaN;32,66;37,64;58,88;18,46
10.11.2023 10:07:38;NaN;68,75;52,65;88,90;16,35
10.11.2023 10:22:38;NaN;68,51;45,59;77,55;16,61
10.11.2023 10:37:38;NaN;87,29;52,34;90,29;21,10
10.11.2023 10:52:38;NaN;95,79;50,61;88,37;22,02
10.11.2023 11:07:38;NaN;90,23;54,14;97,67;22,42
10.11.2023 11:22:38;NaN;79,90;49,54;86,28;21,70
10.11.2023 11:37:38;NaN;80,48;51,52;97,30;33,57
10.11.2023 11:52:38;NaN;97,18;55,58;103,79;20,93
10.11.2023 12:07:38;NaN;49,76;49,01;86,38;25,14
10.11.2023 12:22:38;NaN;93,39;52,94;94,43;23,48
10.11.2023 12:37:38;NaN;79,81;52,80;92,43;53,68
10.11.2023 12:52:38;NaN;76,07;49,08;85,53;21,38
10.11.2023 13:07:38;NaN;42,52;39,30;59,94;15,99
10.11.2023 13:22:38;NaN;75,22;46,97;79,92;24,09
10.11.2023 13:37:38;NaN;57,63;46,27;80,53;42,49
10.11.2023 13:52:38;NaN;51,96;45,59;75,69;22,00
10.11.2023 14:07:38;NaN;85,65;46,91;80,41;21,72
10.11.2023 14:22:38;NaN;85,89;52,27;90,24;29,06
10.11.2023 14:37:38;NaN;40,89;37,66;59,04;23,13
10.11.2023 14:52:38;NaN;37,23;41,73;68,09;22,27
10.11.2023 15:07:38;NaN;91,18;50,42;84,62;33,88
10.11.2023 15:22:38;NaN;93,15;56,42;108,16;43,84
10.11.2023 15:37:38;NaN;96,18;50,47;95,84;27,22
10.11.2023 15:52:38;NaN;96,22;50,56;92,62;33,61
10.11.2023 16:07:38;NaN;81,03;48,69;84,66;20,54
10.11.2023 16:22:38;NaN;53,29;42,66;70,29;35,31
10.11.2023 16:37:38;NaN;81,36;50,09;90,21;26,80
10.11.2023 16:52:38;NaN;93,18;45,82;80,78;35,39
10.11.2023 17:07:38;NaN;89,49;51,54;92,19;26,13
10.11.2023 17:22:38;NaN;62,73;40,86;68,13;34,45
10.11.2023 17:37:39;NaN;81,08;49,92;87,13;38,84
10.11.2023 17:52:39;NaN;78,46;45,32;77,44;31,39
10.11.2023 18:07:39;NaN;29,76;29,84;41,47;16,82
10.11.2023 18:22:39;NaN;22,85;28,07;36,71;15,08
10.11.2023 18:37:39;NaN;71,31;46,69;81,03;28,56
10.11.2023 18:52:39;NaN;54,46;45,19;74,39;42,61
10.11.2023 19:07:39;NaN;49,58;36,56;56,77;28,53
10.11.2023 19:22:39;NaN;36,00;38,71;59,84;21,81
10.11.2023 19:37:39;NaN;47,16;39,54;63,75;26,03
10.11.2023 19:52:39;NaN;44,30;41,43;69,58;20,41
10.11.2023 20:07:39;NaN;44,99;43,36;74,72;21,62
10.11.2023 20:22:39;NaN;42,43;35,84;56,94;37,89
10.11.2023 20:37:39;NaN;27,62;33,34;51,04;28,00
10.11.2023 20:52:39;NaN;90,95;47,26;82,81;21,46
10.11.2023 21:07:39;NaN;84,03;42,84;73,53;54,96
10.11.2023 21:22:39;NaN;74,09;48,85;90,03;19,44
10.11.2023 21:37:39;NaN;79,97;45,40;78,76;29,15
10.11.2023 21:52:39;NaN;62,56;40,53;71,73;40,11
10.11.2023 22:07:39;NaN;54,11;47,45;83,87;17,22
10.11.2023 22:22:39;NaN;92,26;49,03;89,96;38,48
10.11.2023 22:37:39;NaN;63,33;47,18;84,77;27,96
10.11.2023 22:52:39;NaN;52,76;51,78;96,21;29,51
10.11.2023 23:07:39;NaN;80,26;51,22;95,19;21,74
10.11.2023 23:22:39;NaN;94,30;51,87;100,43;21,85
10.11.2023 23:37:39;NaN;68,05;53,82;105,62;45,36
10.11.2023 23:52:39;NaN;78,80;46,95;85,41;27,78
11.11.2023 00:07:39;NaN;84,39;51,32;94,64;21,40
11.11.2023 00:22:39;NaN;88,77;53,38;103,59;35,13
11.11.2023 00:37:39;NaN;94,77;48,65;90,66;27,72
11.11.2023 00:52:39;NaN;80,11;48,14;90,64;16,96
11.11.2023 01:07:39;NaN;96,06;58,70;117,74;24,36
11.11.2023 01:22:39;NaN;89,56;51,32;96,21;22,04
11.11.2023 01:37:39;NaN;91,84;54,41;102,48;25,04
11.11.2023 01:52:39;NaN;28,07;44,91;82,80;45,58
11.11.2023 02:07:39;NaN;23,82;36,46;60,39;13,75
11.11.2023 02:22:39;NaN;43,06;43,65;77,03;17,70
11.11.2023 02:37:39;NaN;86,41;47,59;87,53;26,20
11.11.2023 02:52:39;NaN;92,32;49,44;82,79;41,10
11.11.2023 03:07:39;NaN;95,55;53,91;102,01;18,21
11.11.2023 03:22:39;NaN;87,26;51,99;98,45;32,24
11.11.2023 03:37:39;NaN;80,94;47,51;87,84;43,05
11.11.2023 03:52:39;NaN;47,81;41,79;71,74;28,18
11.11.2023 04:07:39;NaN;86,03;50,37;93,50;17,15
11.11.2023 04:22:40;NaN;96,42;52,09;98,37;17,06
11.11.2023 04:37:40;NaN;88,57;47,56;84,99;20,03
11.11.2023 04:52:40;NaN;93,79;50,78;91,24;26,77
11.11.2023 05:07:40;NaN;95,69;51,00;91,13;26,84
11.11.2023 05:22:40;NaN;75,42;51,91;95,93;28,95
11.11.2023 05:37:40;NaN;85,72;50,17;95,42;26,49
11.11.2023 05:52:40;NaN;89,50;46,88;86,16;39,19
11.11.2023 06:07:40;NaN;89,51;46,93;84,42;24,07
11.11.2023 06:22:40;NaN;54,75;45,81;81,31;37,13
11.11.2023 06:37:40;NaN;85,58;44,59;80,76;28,40
11.11.2023 06:52:40;NaN;60,06;45,14;81,28;29,49
11.11.2023 07:07:40;NaN;74,11;44,40;80,12;22,18
11.11.2023 07:22:40;NaN;75,41;44,29;76,59;24,31
11.11.2023 07:37:40;NaN;53,86;46,70;82,68;37,19
11.11.2023 07:52:40;NaN;52,76;42,99;76,91;19,24
11.11.2023 08:07:40;NaN;66,28;44,87;80,99;24,73
11.11.2023 08:22:40;NaN;39,37;35,82;60,00;18,06
11.11.2023 08:37:40;NaN;50,71;39,02;64,89;20,25
11.11.2023 08:52:40;NaN;33,63;33,30;53,62;15,49
11.11.2023 09:07:40;NaN;80,12;43,53;76,62;17,96
11.11.2023 09:22:40;NaN;77,58;47,16;87,84;23,72
11.11.2023 09:37:40;NaN;63,26;49,57;94,53;21,23
11.11.2023 09:52:40;NaN;67,33;51,12;96,42;34,00
11.11.2023 10:07:40;NaN;69,65;51,24;95,83;35,45
11.11.2023 10:22:40;NaN;81,51;46,94;84,72;32,01
11.11.2023 10:37:40;NaN;89,42;49,52;97,35;27,07
11.11.2023 10:52:40;NaN;65,37;46,58;82,04;45,45
11.11.2023 11:07:40;NaN;71,40;54,25;103,26;28,95
11.11.2023 11:22:40;NaN;67,39;44,19;79,77;16,36
11.11.2023 11:37:40;NaN;59,73;43,53;74,22;28,59
11.11.2023 11:52:40;NaN;59,63;48,48;86,55;29,26
11.11.2023 12:07:40;NaN;67,36;40,83;68,93;17,50
11.11.2023 12:22:40;NaN;77,99;47,18;85,09;28,59
11.11.2023 12:37:40;NaN;86,20;46,31;84,80;25,43
11.11.2023 12:52:40;NaN;78,09;49,45;91,11;36,12
11.11.2023 13:07:40;NaN;88,88;45,60;81,62;43,18
11.11.2023 13:22:40;NaN;67,47;44,59;80,92;38,27
11.11.2023 13:37:40;NaN;29,45;29,13;44,54;21,26
11.11.2023 13:52:40;NaN;81,24;41,26;72,75;13,25
11.11.2023 14:07:40;NaN;97,87;46,18;84,32;31,13
11.11.2023 14:22:40;NaN;53,20;44,24;77,71;19,24
11.11.2023 14:37:40;NaN;46,54;38,82;63,79;15,43
11.11.2023 14:52:40;NaN;84,69;47,01;85,15;28,53
11.11.2023 15:07:40;NaN;89,34;42,25;75,77;17,14
11.11.2023 15:22:41;NaN;61,26;38,82;64,50;24,42
11.11.2023 15:37:41;NaN;77,26;47,78;84,56;34,01
11.11.2023 15:52:41;NaN;66,97;39,44;67,68;35,40
11.11.2023 16:07:41;NaN;93,15;42,26;76,73;23,15
11.11.2023 16:22:41;NaN;89,68;40,88;69,93;15,92
11.11.2023 16:37:41;NaN;28,45;28,31;43,22;12,43
11.11.2023 16:52:41;NaN;40,66;36,60;51,06;13,94
11.11.2023 17:07:41;NaN;90,65;39,52;64,70;20,19
11.11.2023 17:22:41;NaN;33,74;30,01;46,68;29,05
11.11.2023 17:37:41;NaN;29,36;30,46;48,16;25,95
11.11.2023 17:52:41;NaN;45,14;32,06;49,48;14,41
11.11.2023 18:07:41;NaN;37,22;28,71;43,67;9,44
11.11.2023 18:22:41;NaN;28,97;30,76;46,11;9,22
11.11.2023 18:37:41;NaN;17,84;25,88;32,29;14,84
11.11.2023 18:52:41;NaN;90,00;48,07;89,78;19,39
11.11.2023 19:07:41;NaN;73,40;34,30;54,01;20,52
11.11.2023 19:22:41;NaN;60,06;38,00;61,67;42,21
11.11.2023 19:37:41;NaN;84,79;36,76;63,12;12,94
11.11.2023 19:52:41;NaN;78,65;36,27;59,24;20,39
11.11.2023 20:07:41;NaN;73,16;38,91;66,54;26,23
11.11.2023 20:22:41;NaN;87,06;45,10;78,12;32,35
11.11.2023 20:37:41;NaN;94,81;40,63;68,86;25,88
11.11.2023 20:52:41;NaN;79,55;39,75;66,61;32,25
11.11.2023 21:07:41;NaN;72,41;33,01;54,46;25,60
11.11.2023 21:22:41;NaN;79,07;41,63;71,46;24,91
11.11.2023 21:37:41;NaN;88,33;35,65;58,02;9,83
11.11.2023 21:52:41;NaN;29,41;29,23;41,63;10,14
11.11.2023 22:07:41;NaN;14,61;20,80;24,00;7,99
11.11.2023 22:22:41;NaN;19,32;25,68;33,07;4,87
11.11.2023 22:37:41;NaN;9,20;21,31;26,70;4,33
11.11.2023 22:52:41;NaN;21,05;22,81;26,71;7,92
11.11.2023 23:07:41;NaN;19,66;22,95;25,93;8,92
11.11.2023 23:22:41;NaN;12,50;21,13;23,50;6,09
11.11.2023 23:37:41;NaN;16,42;18,89;22,18;7,53
11.11.2023 23:52:41;NaN;17,52;19,94;21,95;6,94
12.11.2023 00:07:41;NaN;16,20;18,74;22,10;7,16
12.11.2023 00:22:41;NaN;17,33;20,21;22,25;7,29
12.11.2023 00:37:41;NaN;17,97;19,07;22,82;6,90
12.11.2023 00:52:41;NaN;11,91;24,55;31,77;5,52
12.11.2023 01:07:41;NaN;23,21;22,25;26,88;7,66
12.11.2023 01:22:41;NaN;19,77;21,20;23,35;7,80
12.11.2023 01:37:41;NaN;17,97;23,72;29,96;6,48
12.11.2023 01:52:41;NaN;18,95;20,14;21,91;6,56
12.11.2023 02:07:42;NaN;16,13;18,21;20,78;6,09
12.11.2023 02:22:42;NaN;12,25;18,85;23,03;5,77
12.11.2023 02:37:42;NaN;12,62;16,80;19,39;6,57
12.11.2023 02:52:42;NaN;15,28;18,30;22,69;7,11
12.11.2023 03:07:42;NaN;9,11;24,36;31,34;5,36
12.11.2023 03:22:42;NaN;14,87;19,81;22,19;8,30
12.11.2023 03:37:42;NaN;11,43;17,01;18,41;4,34
12.11.2023 03:52:42;NaN;15,59;24,63;29,09;8,12
12.11.2023 04:07:42;NaN;15,05;19,69;22,25;8,09
12.11.2023 04:22:42;NaN;8,85;14,45;16,17;4,22
12.11.2023 04:37:42;NaN;10,58;14,56;14,41;5,10
12.11.2023 04:52:42;NaN;15,21;19,08;22,48;8,88
12.11.2023 05:07:42;NaN;17,36;17,41;20,43;8,70
12.11.2023 05:22:42;NaN;16,94;16,30;18,28;8,87
12.11.2023 05:37:42;NaN;16,36;20,13;22,56;9,37
12.11.2023 05:52:42;NaN;15,78;19,62;22,57;9,04
12.11.2023 06:07:42;NaN;16,78;17,07;18,98;9,34
12.11.2023 06:22:42;NaN;13,73;14,39;15,16;8,02
12.11.2023 06:37:42;NaN;14,97;18,70;20,92;9,17
12.11.2023 06:52:42;NaN;14,57;17,37;17,72;8,72
12.11.2023 07:07:42;NaN;15,62;17,73;19,48;9,10
12.11.2023 07:22:42;NaN;21,54;21,37;25,77;11,43
12.11.2023 07:37:42;NaN;13,17;21,03;24,86;8,62
12.11.2023 07:52:42;NaN;19,45;20,70;25,56;11,36
12.11.2023 08:07:42;NaN;16,35;18,58;20,39;9,31
12.11.2023 08:22:42;NaN;16,71;17,01;19,12;8,85
12.11.2023 08:37:42;NaN;14,21;17,03;19,48;8,43
12.11.2023 08:52:42;NaN;13,97;15,90;18,35;8,14
12.11.2023 09:07:42;NaN;13,76;20,25;23,60;7,70
12.11.2023 09:22:42;NaN;11,54;23,75;30,07;7,17
12.11.2023 09:37:42;NaN;12,73;15,71;16,23;7,69
12.11.2023 09:52:42;NaN;19,77;21,20;24,19;11,52
12.11.2023 10:07:42;NaN;15,23;16,89;19,35;9,52
12.11.2023 10:22:42;NaN;17,15;18,13;20,35;9,78
12.11.2023 10:37:42;NaN;18,57;20,01;23,79;10,32
12.11.2023 10:52:42;NaN;14,12;16,52;17,42;7,86
12.11.2023 11:07:42;NaN;16,48;17,42;20,22;7,44
12.11.2023 11:22:42;NaN;14,07;19,29;23,46;6,36
12.11.2023 11:37:42;NaN;8,13;21,39;26,17;5,57
12.11.2023 11:52:42;NaN;12,41;18,88;21,16;5,59
12.11.2023 12:07:42;NaN;16,13;18,88;21,69;7,71
12.11.2023 12:22:42;NaN;16,60;19,30;20,97;6,82
12.11.2023 12:37:42;NaN;17,55;20,72;22,84;6,52
12.11.2023 12:52:42;NaN;15,47;18,28;20,52;6,31
12.11.2023 13:07:43;NaN;14,58;17,75;20,33;6,03
12.11.2023 13:22:43;NaN;14,46;18,46;19,70;6,25
12.11.2023 13:37:43;NaN;12,55;23,19;30,38;5,66
12.11.2023 13:52:43;NaN;12,99;19,08;21,72;5,20
12.11.2023 14:07:43;NaN;13,16;16,90;18,11;5,70
12.11.2023 14:22:43;NaN;16,10;19,15;21,91;7,52
12.11.2023 14:37:43;NaN;16,22;19,69;22,45;6,83
12.11.2023 14:52:43;NaN;17,25;19,12;21,06;6,06
12.11.2023 15:07:43;NaN;15,79;19,04;20,75;5,42
12.11.2023 15:22:43;NaN;17,25;17,93;20,27;5,92
12.11.2023 15:37:43;NaN;18,63;17,92;21,86;5,83
12.11.2023 15:52:43;NaN;15,72;20,38;24,20;5,72
12.11.2023 16:07:43;NaN;17,11;20,14;22,40;5,86
12.11.2023 16:22:43;NaN;16,81;17,26;20,14;5,69
12.11.2023 16:37:43;NaN;23,12;22,86;28,35;7,57
12.11.2023 16:52:43;NaN;20,09;20,23;24,34;6,67
12.11.2023 17:07:43;NaN;18,25;18,76;22,24;5,61
12.11.2023 17:22:43;NaN;17,89;17,90;21,80;5,63
12.11.2023 17:37:43;NaN;19,28;19,92;22,37;6,17
12.11.2023 17:52:43;NaN;18,35;19,32;22,08;6,14
12.11.2023 18:07:43;NaN;18,47;20,13;23,76;6,05
12.11.2023 18:22:43;NaN;18,56;18,87;22,35;5,98
12.11.2023 18:37:43;NaN;18,30;19,08;21,68;6,48
12.11.2023 18:52:43;NaN;23,12;22,56;28,86;7,04
12.11.2023 19:07:43;NaN;20,03;20,24;23,22;6,49
12.11.2023 19:22:43;NaN;16,87;17,72;20,01;5,29
12.11.2023 19:37:43;NaN;18,69;17,79;21,72;5,74
12.11.2023 19:52:43;NaN;19,93;20,07;24,04;6,49
12.11.2023 20:07:43;NaN;19,63;17,76;22,31;5,95
12.11.2023 20:22:43;NaN;18,73;19,52;22,31;5,64
12.11.2023 20:37:43;NaN;20,38;19,18;23,33;5,76
12.11.2023 20:52:43;NaN;21,27;22,83;27,61;6,78
12.11.2023 21:07:43;NaN;22,21;23,31;30,02;8,76
12.11.2023 21:22:43;NaN;21,48;22,30;27,47;7,34
12.11.2023 21:37:43;NaN;16,82;19,44;22,64;6,62
12.11.2023 21:52:43;NaN;72,71;38,14;59,68;12,93
12.11.2023 22:07:43;NaN;46,69;33,74;46,36;11,29
12.11.2023 22:22:43;NaN;37,61;38,66;50,70;8,41
12.11.2023 22:37:43;NaN;84,35;43,45;69,21;28,08
12.11.2023 22:52:43;NaN;38,01;38,63;52,82;26,81
12.11.2023 23:07:43;NaN;74,03;46,20;73,45;19,62
12.11.2023 23:22:43;NaN;100,14;66,90;98,84;43,71
12.11.2023 23:37:43;NaN;92,92;52,32;91,74;16,41
12.11.2023 23:52:44;NaN;82,67;48,90;77,06;20,20
13.11.2023 00:07:44;NaN;75,62;46,29;75,79;20,42
13.11.2023 00:22:44;NaN;80,99;44,53;67,51;10,56
13.11.2023 00:37:44;NaN;74,88;51,20;86,24;34,01
13.11.2023 00:52:44;NaN;81,75;51,05;80,86;21,24
13.11.2023 01:07:44;NaN;82,47;50,68;83,36;18,95
13.11.2023 01:22:44;NaN;91,86;53,33;86,98;38,87
13.11.2023 01:37:44;NaN;62,76;47,99;79,64;19,24
13.11.2023 01:52:44;NaN;77,17;47,05;77,54;16,38
13.11.2023 02:07:44;NaN;69,59;47,11;71,62;17,73
13.11.2023 02:22:44;NaN;25,28;38,58;53,91;16,86
13.11.2023 02:37:44;NaN;19,48;38,29;50,72;19,82
13.11.2023 02:52:44;NaN;71,83;44,07;65,73;27,21
13.11.2023 03:07:44;NaN;41,95;40,15;54,65;28,90
13.11.2023 03:22:44;NaN;53,47;35,46;47,99;9,42
13.11.2023 03:37:44;NaN;85,76;45,34;68,64;31,61
13.11.2023 03:52:44;NaN;81,09;52,13;86,12;27,15
13.11.2023 04:07:44;NaN;57,00;75,05;94,25;25,71
13.11.2023 04:22:44;NaN;73,81;54,46;91,74;23,49
13.11.2023 04:37:44;NaN;72,12;51,24;82,62;19,05
13.11.2023 04:52:44;NaN;79,16;47,23;78,68;14,63
13.11.2023 05:07:44;NaN;31,04;39,48;56,85;11,65
13.11.2023 05:22:44;NaN;91,17;51,46;82,30;40,76
13.11.2023 05:37:44;NaN;82,64;49,62;78,13;15,12
13.11.2023 05:52:44;NaN;62,60;42,60;61,00;20,04
13.11.2023 06:07:44;NaN;68,46;53,05;89,16;17,18
13.11.2023 06:22:44;NaN;59,09;51,92;84,89;17,13
13.11.2023 06:37:44;NaN;73,00;48,58;79,53;43,35
13.11.2023 06:52:44;NaN;92,21;52,95;87,76;21,72
13.11.2023 07:07:44;NaN;84,24;58,05;102,39;22,78
13.11.2023 07:22:44;NaN;47,91;48,46;75,17;31,27
13.11.2023 07:37:44;NaN;69,30;53,14;89,09;47,08
13.11.2023 07:52:44;NaN;29,53;41,91;59,38;22,87
13.11.2023 08:07:44;NaN;33,90;43,87;63,62;36,85
13.11.2023 08:22:44;NaN;59,48;51,99;86,76;23,51
13.11.2023 08:37:44;NaN;48,17;49,79;80,07;39,04
13.11.2023 08:52:44;NaN;70,67;50,30;77,74;18,83
13.11.2023 09:07:44;NaN;40,35;43,00;62,44;30,34
13.11.2023 09:22:44;NaN;23,73;36,41;45,26;21,34
13.11.2023 09:37:44;NaN;26,96;44,86;68,63;18,33
13.11.2023 09:52:44;NaN;97,79;58,60;99,38;25,92
13.11.2023 10:07:44;NaN;87,15;57,52;97,84;25,30
13.11.2023 10:22:44;NaN;70,19;44,20;69,42;17,97
13.11.2023 10:37:44;NaN;81,60;50,75;82,51;25,99
13.11.2023 10:52:45;NaN;85,05;51,29;83,27;44,06
13.11.2023 11:07:45;NaN;78,34;51,79;86,53;34,65
13.11.2023 11:22:45;NaN;70,24;55,99;97,23;51,56
13.11.2023 11:37:45;NaN;57,24;51,67;83,43;40,44
13.11.2023 11:52:45;NaN;72,86;51,51;84,93;27,24
13.11.2023 12:07:45;NaN;62,45;50,56;81,55;46,93
13.11.2023 12:22:45;NaN;59,76;49,43;77,13;16,56
13.11.2023 12:37:45;NaN;90,24;53,74;89,40;39,71
13.11.2023 12:52:45;NaN;73,12;52,61;84,93;18,49
13.11.2023 13:07:45;NaN;88,89;52,19;85,43;20,82
13.11.2023 13:22:45;NaN;57,76;47,52;74,11;19,38
13.11.2023 13:37:45;NaN;22,48;44,12;63,61;20,08
13.11.2023 13:52:45;NaN;23,28;36,83;49,56;20,96
13.11.2023 14:07:45;NaN;91,52;55,64;93,84;22,07
13.11.2023 14:22:45;NaN;46,96;46,64;71,15;32,33
13.11.2023 14:37:45;NaN;72,39;52,06;84,45;21,65
13.11.2023 14:52:45;NaN;59,66;48,71;77,83;22,37
13.11.2023 15:07:45;NaN;57,92;47,60;73,37;21,41
13.11.2023 15:22:45;NaN;88,15;53,24;90,10;18,38
13.11.2023 15:37:45;NaN;68,73;46,85;73,70;17,47
13.11.2023 15:52:45;NaN;80,13;52,68;83,52;43,33
13.11.2023 16:07:45;NaN;88,05;53,63;86,94;27,41
13.11.2023 16:22:45;NaN;84,40;51,56;83,30;27,66
13.11.2023 16:37:45;NaN;74,00;54,37;87,79;15,64
13.11.2023 16:52:45;NaN;92,90;56,41;98,27;27,03
13.11.2023 17:07:45;NaN;86,71;48,67;75,32;21,84
13.11.2023 17:22:45;NaN;65,70;49,18;77,43;21,81
13.11.2023 17:37:45;NaN;51,62;38,70;55,46;21,71
