TabellarischeAuswertung von: 01.11.2023 00:00:00 bis: 20.11.2023 00:00:00;;;;;
Sps_datum;Trocknung-Durchfluss  7A Netz 700.1 [m³/min];Trocknung-Durchfluss  7B Netz 800.1 [m³/min];Trocknung-Durchfluss 7A Netz 700.5 [m³/min];Trocknung-Durchfluss 7A Netz 700.6 [m³/min];Trocknung-Durchfluss 7C Netz 900.1 [m³/min]
05.11.2023 00:52:26;NaN;16,70;20,06;25,26;10,10
05.11.2023 01:07:26;NaN;15,25;19,72;25,12;11,06
05.11.2023 01:22:26;NaN;18,84;20,27;24,29;11,62
05.11.2023 01:37:26;NaN;11,76;21,28;27,48;9,57
05.11.2023 01:52:26;NaN;15,62;19,54;23,79;10,01
05.11.2023 02:07:26;NaN;18,80;20,23;24,89;11,52
05.11.2023 02:22:26;NaN;15,56;26,11;36,67;8,97
05.11.2023 02:37:26;NaN;15,38;17,46;19,75;10,20
05.11.2023 02:52:26;NaN;24,87;20,47;26,10;10,27
05.11.2023 03:07:26;NaN;15,22;17,68;19,84;9,83
05.11.2023 03:22:26;NaN;16,64;17,97;21,11;10,47
05.11.2023 03:37:26;NaN;19,70;18,55;23,48;10,81
05.11.2023 03:52:26;NaN;24,19;24,49;33,41;11,54
05.11.2023 04:07:26;NaN;15,58;15,26;18,17;9,71
05.11.2023 04:22:26;NaN;18,84;19,13;22,93;10,76
05.11.2023 04:37:26;NaN;18,93;17,19;21,28;11,78
05.11.2023 04:52:26;NaN;17,40;16,03;18,66;12,20
05.11.2023 05:07:26;NaN;17,60;16,63;18,75;10,95
05.11.2023 05:22:26;NaN;17,54;17,44;18,54;10,87
05.11.2023 05:37:26;NaN;17,23;16,24;17,77;13,18
05.11.2023 05:52:26;NaN;17,40;16,86;17,90;12,56
05.11.2023 06:07:26;NaN;18,46;17,65;21,30;15,32
05.11.2023 06:22:26;NaN;16,89;16,56;17,72;14,53
05.11.2023 06:37:26;NaN;18,66;17,50;20,10;15,13
05.11.2023 06:52:26;NaN;23,80;23,75;30,46;18,25
05.11.2023 07:07:26;NaN;17,24;17,35;17,71;12,44
05.11.2023 07:22:26;NaN;19,85;16,13;18,26;12,00
05.11.2023 07:37:26;NaN;19,88;17,43;18,11;12,11
05.11.2023 07:52:27;NaN;19,78;16,90;18,17;11,56
05.11.2023 08:07:27;NaN;19,67;17,03;18,20;12,20
05.11.2023 08:22:27;NaN;19,28;16,21;17,96;11,68
05.11.2023 08:37:27;NaN;20,71;17,57;19,41;12,83
05.11.2023 08:52:27;NaN;19,61;17,54;17,91;11,95
05.11.2023 09:07:27;NaN;15,74;17,28;17,29;12,54
05.11.2023 09:22:27;NaN;15,62;17,51;17,28;12,76
05.11.2023 09:37:27;NaN;15,35;18,35;17,07;12,87
05.11.2023 09:52:27;NaN;15,33;16,48;17,50;12,68
05.11.2023 10:07:27;NaN;20,23;21,69;24,58;15,90
05.11.2023 10:22:27;NaN;15,36;17,00;16,99;12,51
05.11.2023 10:37:27;NaN;15,14;17,46;17,06;12,09
05.11.2023 10:52:27;NaN;14,97;17,62;17,30;12,61
05.11.2023 11:07:27;NaN;14,95;18,38;17,34;11,80
05.11.2023 11:22:27;NaN;15,45;17,98;16,99;11,73
05.11.2023 11:37:27;NaN;16,54;18,04;17,64;10,23
05.11.2023 11:52:27;NaN;13,28;15,50;14,87;9,63
05.11.2023 12:07:27;NaN;15,95;18,18;17,57;10,54
05.11.2023 12:22:27;NaN;15,23;18,17;17,95;9,44
05.11.2023 12:37:27;NaN;15,89;17,03;17,50;9,77
05.11.2023 12:52:27;NaN;15,96;17,72;17,88;9,77
05.11.2023 13:07:27;NaN;14,81;18,72;16,61;9,83
05.11.2023 13:22:27;NaN;16,25;18,68;17,53;9,59
05.11.2023 13:37:27;NaN;15,28;18,55;17,90;9,38
05.11.2023 13:52:27;NaN;15,84;18,72;17,66;9,48
05.11.2023 14:07:27;NaN;16,00;19,34;17,40;9,62
05.11.2023 14:22:27;NaN;18,94;19,12;17,94;9,21
05.11.2023 14:37:27;NaN;19,17;19,47;17,95;9,42
05.11.2023 14:52:27;NaN;15,75;19,34;17,47;9,75
05.11.2023 15:07:27;NaN;15,09;18,37;16,33;10,03
05.11.2023 15:22:27;NaN;15,27;19,78;17,31;9,85
05.11.2023 15:37:27;NaN;22,79;20,47;18,17;9,74
05.11.2023 15:52:27;NaN;13,90;17,89;15,48;9,13
05.11.2023 16:07:27;NaN;15,83;21,56;21,43;9,61
05.11.2023 16:22:27;NaN;23,24;30,13;35,35;8,81
05.11.2023 16:37:27;NaN;15,10;20,95;18,70;5,98
05.11.2023 16:52:27;NaN;18,52;24,09;23,04;7,14
05.11.2023 17:07:27;NaN;23,65;30,60;31,40;12,19
05.11.2023 17:22:27;NaN;17,08;26,19;20,93;9,11
05.11.2023 17:37:27;NaN;13,97;22,16;19,59;9,66
05.11.2023 17:52:27;NaN;13,74;20,95;18,04;8,39
05.11.2023 18:07:27;NaN;14,54;76,27;17,87;8,62
05.11.2023 18:22:27;NaN;13,64;21,10;17,86;8,40
05.11.2023 18:37:27;NaN;14,69;58,60;36,99;6,71
05.11.2023 18:52:28;NaN;21,03;28,15;21,93;9,98
05.11.2023 19:07:28;NaN;18,46;22,64;18,98;8,77
05.11.2023 19:22:28;NaN;20,46;23,46;21,56;9,50
05.11.2023 19:37:28;NaN;19,74;22,74;21,83;8,91
05.11.2023 19:52:28;NaN;22,45;24,77;23,41;9,80
05.11.2023 20:07:28;NaN;22,96;25,62;21,97;9,55
05.11.2023 20:22:28;NaN;21,67;27,89;24,51;9,83
05.11.2023 20:37:28;NaN;21,08;27,73;22,07;9,15
05.11.2023 20:52:28;NaN;6,45;36,61;38,17;8,93
05.11.2023 21:07:28;NaN;23,20;32,16;28,76;9,83
05.11.2023 21:22:28;NaN;34,66;39,97;46,70;14,27
05.11.2023 21:37:28;NaN;16,80;29,54;23,54;14,30
05.11.2023 21:52:28;NaN;11,66;29,28;25,78;11,38
05.11.2023 22:07:28;NaN;35,21;45,37;55,63;22,37
05.11.2023 22:22:28;NaN;27,27;43,47;55,29;18,02
05.11.2023 22:37:28;NaN;46,10;39,81;46,99;16,69
05.11.2023 22:52:28;NaN;42,91;45,64;58,30;28,72
05.11.2023 23:07:28;NaN;25,01;39,93;46,83;24,47
05.11.2023 23:22:28;NaN;19,70;45,87;59,92;12,85
05.11.2023 23:37:28;NaN;40,03;47,65;63,67;24,71
05.11.2023 23:52:28;NaN;63,90;55,04;83,32;22,99
06.11.2023 00:07:28;NaN;49,87;49,02;71,40;22,58
06.11.2023 00:22:28;NaN;70,95;56,54;90,22;31,01
06.11.2023 00:37:28;NaN;79,00;53,03;82,51;16,36
06.11.2023 00:52:28;NaN;70,18;52,92;81,52;29,88
06.11.2023 01:07:28;NaN;88,24;51,27;83,79;34,26
06.11.2023 01:22:28;NaN;91,61;50,86;82,80;33,90
06.11.2023 01:37:28;NaN;53,60;49,66;78,25;31,42
06.11.2023 01:52:28;NaN;64,91;45,19;64,88;19,13
06.11.2023 02:07:28;NaN;91,66;52,91;84,65;30,47
06.11.2023 02:22:28;NaN;52,53;45,79;66,99;14,70
06.11.2023 02:37:28;NaN;56,29;48,06;74,14;19,27
06.11.2023 02:52:28;NaN;47,10;37,11;46,90;14,28
06.11.2023 03:07:28;NaN;79,95;52,56;85,38;18,25
06.11.2023 03:22:28;NaN;34,98;40,14;52,46;19,86
06.11.2023 03:37:28;NaN;36,15;43,38;60,30;23,13
06.11.2023 03:52:28;NaN;41,72;42,60;57,88;30,07
06.11.2023 04:07:28;NaN;67,51;48,41;73,34;24,62
06.11.2023 04:22:28;NaN;78,61;47,69;73,30;32,09
06.11.2023 04:37:28;NaN;88,04;57,30;93,59;28,30
06.11.2023 04:52:28;NaN;82,88;55,21;91,95;40,12
06.11.2023 05:07:28;NaN;58,12;48,56;74,86;18,49
06.11.2023 05:22:28;NaN;48,19;51,81;82,46;20,77
06.11.2023 05:37:29;NaN;53,46;49,41;75,81;16,24
06.11.2023 05:52:29;NaN;65,23;49,53;77,44;31,91
06.11.2023 06:07:29;NaN;66,06;59,00;96,51;19,69
06.11.2023 06:22:29;NaN;62,14;51,46;80,07;47,83
06.11.2023 06:37:29;NaN;83,77;60,32;106,24;48,41
06.11.2023 06:52:29;NaN;74,01;52,71;86,85;38,80
06.11.2023 07:07:29;NaN;80,12;54,19;89,00;31,96
06.11.2023 07:22:29;NaN;60,81;43,88;67,82;36,14
06.11.2023 07:37:29;NaN;73,82;58,29;99,32;29,88
06.11.2023 07:52:29;NaN;75,00;60,53;112,14;40,82
06.11.2023 08:07:29;NaN;44,23;46,43;71,69;24,51
06.11.2023 08:22:29;NaN;90,62;54,07;95,22;26,65
06.11.2023 08:37:29;NaN;87,42;51,54;88,38;19,38
06.11.2023 08:52:29;NaN;44,95;37,84;57,14;20,55
06.11.2023 09:07:29;NaN;43,51;39,21;56,60;19,65
06.11.2023 09:22:29;NaN;17,28;38,24;56,84;24,46
06.11.2023 09:37:29;NaN;64,27;51,58;89,76;29,80
06.11.2023 09:52:29;NaN;44,64;46,94;78,49;25,58
06.11.2023 10:07:29;NaN;32,52;43,72;68,40;25,68
06.11.2023 10:22:29;NaN;61,06;51,29;89,03;26,82
06.11.2023 10:37:29;NaN;56,56;46,58;79,92;21,88
06.11.2023 10:52:29;NaN;74,64;46,63;80,18;35,20
06.11.2023 11:07:29;NaN;31,13;37,27;57,59;34,01
06.11.2023 11:22:29;NaN;96,54;48,81;84,70;23,05
06.11.2023 11:37:29;NaN;46,20;49,69;84,01;34,59
06.11.2023 11:52:29;NaN;75,31;50,27;86,59;40,23
06.11.2023 12:07:29;NaN;64,71;43,80;74,89;29,14
06.11.2023 12:22:29;NaN;73,21;55,30;102,83;19,21
06.11.2023 12:37:29;NaN;65,87;50,55;90,57;23,54
06.11.2023 12:52:29;NaN;69,35;52,44;98,11;21,28
06.11.2023 13:07:29;NaN;73,27;52,31;94,83;21,91
06.11.2023 13:22:29;NaN;71,82;50,61;92,68;21,86
06.11.2023 13:37:29;NaN;66,67;43,24;77,33;21,40
06.11.2023 13:52:29;NaN;46,20;45,62;81,31;26,77
06.11.2023 14:07:29;NaN;58,45;50,30;91,24;19,81
06.11.2023 14:22:29;NaN;67,45;41,71;70,80;27,80
06.11.2023 14:37:29;NaN;68,97;43,17;75,07;18,37
06.11.2023 14:52:29;NaN;42,50;37,96;63,03;14,16
06.11.2023 15:07:29;NaN;73,40;48,04;89,71;26,50
06.11.2023 15:22:29;NaN;84,13;53,09;97,65;21,79
06.11.2023 15:37:29;NaN;76,81;45,76;83,63;32,00
06.11.2023 15:52:29;NaN;81,75;53,33;101,48;29,09
06.11.2023 16:07:29;NaN;67,82;50,62;91,93;29,59
06.11.2023 16:22:30;NaN;73,92;47,86;86,38;19,94
06.11.2023 16:37:30;NaN;66,30;51,21;98,83;57,68
06.11.2023 16:52:30;NaN;56,80;49,48;88,73;20,64
06.11.2023 17:07:30;NaN;33,39;44,41;80,20;17,31
06.11.2023 17:22:30;NaN;69,05;51,34;96,73;17,41
06.11.2023 17:37:30;NaN;82,51;52,85;100,58;35,01
06.11.2023 17:52:30;NaN;80,72;50,51;93,84;17,93
06.11.2023 18:07:30;NaN;30,39;36,14;57,05;16,16
06.11.2023 18:22:30;NaN;39,71;37,30;59,65;14,94
06.11.2023 18:37:30;NaN;29,48;43,44;76,13;18,24
06.11.2023 18:52:30;NaN;19,06;35,27;56,18;16,73
06.11.2023 19:07:30;NaN;20,44;34,66;56,74;23,05
06.11.2023 19:22:30;NaN;75,52;49,75;93,47;31,97
06.11.2023 19:37:30;NaN;88,50;53,49;103,85;19,92
06.11.2023 19:52:30;NaN;95,99;52,48;99,39;22,09
06.11.2023 20:07:30;NaN;72,55;44,51;77,87;30,82
06.11.2023 20:22:30;NaN;35,64;35,83;56,67;23,76
06.11.2023 20:37:30;NaN;50,17;36,21;58,58;21,63
06.11.2023 20:52:30;NaN;68,80;44,35;78,08;18,11
06.11.2023 21:07:30;NaN;69,20;43,44;75,26;31,11
06.11.2023 21:22:30;NaN;53,29;44,02;76,31;19,32
06.11.2023 21:37:30;NaN;36,27;36,12;59,29;12,56
06.11.2023 21:52:30;NaN;56,57;40,34;67,76;25,83
06.11.2023 22:07:30;NaN;70,40;45,19;79,65;15,83
06.11.2023 22:22:30;NaN;48,44;42,43;74,02;16,53
06.11.2023 22:37:30;NaN;50,04;44,48;78,94;17,50
06.11.2023 22:52:30;NaN;37,39;47,71;86,14;28,98
06.11.2023 23:07:30;NaN;61,42;43,57;76,10;17,73
06.11.2023 23:22:30;NaN;73,49;55,78;101,19;24,84
06.11.2023 23:37:30;NaN;67,48;48,58;90,66;23,08
06.11.2023 23:52:30;NaN;40,68;41,42;74,82;30,86
07.11.2023 00:07:30;NaN;75,44;46,41;84,31;14,91
07.11.2023 00:22:30;NaN;47,84;43,90;78,47;14,83
07.11.2023 00:37:30;NaN;73,16;45,55;82,87;30,78
07.11.2023 00:52:30;NaN;49,42;46,46;81,48;17,30
07.11.2023 01:07:30;NaN;83,36;46,08;84,11;31,00
07.11.2023 01:22:30;NaN;79,39;50,54;94,32;31,22
07.11.2023 01:37:30;NaN;57,71;45,59;82,63;13,84
07.11.2023 01:52:30;NaN;85,81;54,84;106,59;29,39
07.11.2023 02:07:30;NaN;53,56;43,88;78,23;19,18
07.11.2023 02:22:30;NaN;61,95;42,71;75,62;16,09
07.11.2023 02:37:30;NaN;44,28;41,95;73,09;18,26
07.11.2023 02:52:30;NaN;30,21;36,36;60,66;30,37
07.11.2023 03:07:31;NaN;44,04;41,23;76,04;13,00
07.11.2023 03:22:31;NaN;95,11;50,99;97,67;20,71
07.11.2023 03:37:31;NaN;70,67;45,89;78,66;15,42
07.11.2023 03:52:31;NaN;43,87;42,18;74,56;31,00
07.11.2023 04:07:31;NaN;81,57;49,79;93,73;21,30
07.11.2023 04:22:31;NaN;47,39;43,28;76,35;30,56
07.11.2023 04:37:31;NaN;78,60;49,39;90,45;18,60
07.11.2023 04:52:31;NaN;74,72;52,50;92,57;31,04
07.11.2023 05:07:31;NaN;90,54;53,56;104,38;23,32
07.11.2023 05:22:31;NaN;75,98;46,71;87,98;24,56
07.11.2023 05:37:31;NaN;57,20;45,97;83,92;28,73
07.11.2023 05:52:31;NaN;66,56;48,20;91,78;29,97
07.11.2023 06:07:31;NaN;72,66;45,13;82,57;20,14
07.11.2023 06:22:31;NaN;62,89;45,70;83,36;24,36
07.11.2023 06:37:31;NaN;41,50;39,36;67,34;22,90
07.11.2023 06:52:31;NaN;63,47;43,64;82,02;25,35
07.11.2023 07:07:31;NaN;65,56;44,39;79,06;33,29
07.11.2023 07:22:31;NaN;91,13;51,33;101,89;21,35
07.11.2023 07:37:31;NaN;68,59;44,09;82,13;26,33
07.11.2023 07:52:31;NaN;78,40;48,49;93,19;38,18
07.11.2023 08:07:31;NaN;60,79;49,44;95,30;24,32
07.11.2023 08:22:31;NaN;76,94;48,45;96,30;24,32
07.11.2023 08:37:31;NaN;63,85;46,67;85,63;25,10
07.11.2023 08:52:31;NaN;47,30;32,50;56,64;26,09
07.11.2023 09:07:31;NaN;66,87;34,87;58,47;19,89
07.11.2023 09:22:31;NaN;24,71;28,44;52,09;21,45
07.11.2023 09:37:31;NaN;50,81;35,57;68,79;33,35
07.11.2023 09:52:31;NaN;24,25;38,36;70,33;39,84
07.11.2023 10:07:31;NaN;71,06;46,71;92,25;33,22
07.11.2023 10:22:31;NaN;78,21;53,20;105,00;20,69
07.11.2023 10:37:31;NaN;36,87;45,16;86,63;35,22
07.11.2023 10:52:31;NaN;44,52;51,03;100,77;28,90
07.11.2023 11:07:31;NaN;47,27;42,64;79,99;20,19
07.11.2023 11:22:31;NaN;81,50;47,83;88,43;30,77
07.11.2023 11:37:31;NaN;72,95;46,36;87,40;26,45
07.11.2023 11:52:31;NaN;82,35;48,76;92,17;35,53
07.11.2023 12:07:31;NaN;74,22;47,76;89,85;26,51
07.11.2023 12:22:31;NaN;75,28;57,60;117,27;30,20
07.11.2023 12:37:31;NaN;56,19;56,43;115,25;24,27
07.11.2023 12:52:31;NaN;59,25;56,20;114,34;24,28
07.11.2023 13:07:31;NaN;87,55;59,85;122,56;23,90
07.11.2023 13:22:31;NaN;56,55;52,73;105,05;24,55
07.11.2023 13:37:31;NaN;64,53;47,88;90,65;25,36
07.11.2023 13:52:31;NaN;66,53;44,56;80,84;46,14
07.11.2023 14:07:32;NaN;76,87;49,18;90,27;23,75
07.11.2023 14:22:32;NaN;97,86;47,93;87,99;26,90
07.11.2023 14:37:32;NaN;70,59;48,03;90,70;43,05
07.11.2023 14:52:32;NaN;47,90;46,30;83,54;23,17
07.11.2023 15:07:32;NaN;62,39;48,66;92,75;23,12
07.11.2023 15:22:32;NaN;85,45;47,75;90,31;22,38
07.11.2023 15:37:32;NaN;88,88;48,21;90,87;30,81
07.11.2023 15:52:32;NaN;91,58;51,11;95,15;35,84
07.11.2023 16:07:32;NaN;57,27;41,90;73,30;20,06
07.11.2023 16:22:32;NaN;23,63;33,40;51,76;19,58
07.11.2023 16:37:32;NaN;91,10;44,91;82,02;22,42
07.11.2023 16:52:32;NaN;78,48;48,43;89,85;23,37
07.11.2023 17:07:32;NaN;90,13;44,87;79,70;26,37
07.11.2023 17:22:32;NaN;91,45;50,45;95,42;38,68
07.11.2023 17:37:32;NaN;76,84;53,46;103,81;26,27
07.11.2023 17:52:32;NaN;52,33;44,40;78,83;21,33
07.11.2023 18:07:32;NaN;14,54;34,71;53,79;23,73
07.11.2023 18:22:32;NaN;48,93;38,08;64,68;20,90
07.11.2023 18:37:32;NaN;79,39;44,54;81,57;30,05
07.11.2023 18:52:32;NaN;59,94;42,96;76,01;53,98
07.11.2023 19:07:32;NaN;72,13;50,81;91,03;23,00
07.11.2023 19:22:32;NaN;68,93;45,46;83,78;23,66
07.11.2023 19:37:32;NaN;71,66;49,51;86,05;28,28
07.11.2023 19:52:32;NaN;41,97;47,19;87,25;22,21
07.11.2023 20:07:32;NaN;38,76;43,26;75,72;19,68
07.11.2023 20:22:32;NaN;51,15;36,44;60,90;27,02
07.11.2023 20:37:32;NaN;48,38;35,12;56,59;33,38
07.11.2023 20:52:32;NaN;49,68;41,83;75,59;20,65
07.11.2023 21:07:32;NaN;45,57;45,49;82,20;20,05
07.11.2023 21:22:32;NaN;63,00;41,87;74,60;29,24
07.11.2023 21:37:32;NaN;50,61;47,64;86,04;26,64
07.11.2023 21:52:32;NaN;69,08;43,87;79,86;26,88
07.11.2023 22:07:32;NaN;87,94;55,57;118,35;35,96
07.11.2023 22:22:32;NaN;63,29;44,80;84,47;15,79
07.11.2023 22:37:32;NaN;79,75;55,41;102,91;18,54
07.11.2023 22:52:32;NaN;77,26;46,73;84,63;23,91
07.11.2023 23:07:32;NaN;51,95;39,26;67,62;28,77
07.11.2023 23:22:32;NaN;80,98;43,63;78,13;12,95
07.11.2023 23:37:32;NaN;75,78;46,80;85,76;21,27
07.11.2023 23:52:32;NaN;65,87;52,04;97,30;21,29
08.11.2023 00:07:32;NaN;84,06;48,69;93,08;17,78
08.11.2023 00:22:32;NaN;83,66;50,99;96,09;17,68
08.11.2023 00:37:33;NaN;54,58;50,39;94,50;15,34
08.11.2023 00:52:33;NaN;75,13;47,88;89,52;19,05
08.11.2023 01:07:33;NaN;92,35;52,19;96,31;22,87
08.11.2023 01:22:33;NaN;92,59;78,94;132,02;30,57
08.11.2023 01:37:33;NaN;72,79;43,67;77,22;31,05
08.11.2023 01:52:33;NaN;78,25;53,03;101,34;15,79
08.11.2023 02:07:33;NaN;101,09;51,49;96,53;31,07
08.11.2023 02:22:33;NaN;75,44;48,95;92,19;34,81
08.11.2023 02:37:33;NaN;27,09;41,85;70,57;26,85
08.11.2023 02:52:33;NaN;16,65;33,30;55,47;22,10
08.11.2023 03:07:33;NaN;70,90;46,66;88,06;13,50
08.11.2023 03:22:33;NaN;47,27;39,45;68,75;22,26
08.11.2023 03:37:33;NaN;66,69;45,33;82,47;19,32
08.11.2023 03:52:33;NaN;63,36;48,51;92,25;20,83
08.11.2023 04:07:33;NaN;60,33;43,82;76,34;41,84
08.11.2023 04:22:33;NaN;47,81;41,61;74,42;20,61
08.11.2023 04:37:33;NaN;22,31;42,71;76,13;28,81
08.11.2023 04:52:33;NaN;28,42;35,14;56,77;14,16
08.11.2023 05:07:33;NaN;41,36;39,51;67,14;29,47
08.11.2023 05:22:33;NaN;42,86;38,24;65,52;15,05
08.11.2023 05:37:33;NaN;38,02;36,38;64,59;22,05
08.11.2023 05:52:33;NaN;42,56;40,30;71,17;26,48
08.11.2023 06:07:33;NaN;82,20;48,14;89,40;19,86
08.11.2023 06:22:33;NaN;71,97;48,48;90,50;32,40
08.11.2023 06:37:33;NaN;47,15;45,92;84,98;19,18
08.11.2023 06:52:33;NaN;87,92;49,69;94,73;28,18
08.11.2023 07:07:33;NaN;78,12;47,25;91,40;33,63
08.11.2023 07:22:33;NaN;49,25;48,12;90,25;23,58
08.11.2023 07:37:33;NaN;84,95;46,43;89,17;18,48
08.11.2023 07:52:33;NaN;72,45;48,27;92,54;21,66
08.11.2023 08:07:33;NaN;81,37;54,82;110,77;32,94
08.11.2023 08:22:33;NaN;71,63;54,13;117,67;32,61
08.11.2023 08:37:33;NaN;72,48;54,02;108,60;20,11
08.11.2023 08:52:33;NaN;92,33;52,55;101,35;42,28
08.11.2023 09:07:33;NaN;89,38;50,55;93,60;17,56
08.11.2023 09:22:33;NaN;14,33;39,43;44,60;13,40
08.11.2023 09:37:33;NaN;27,26;39,02;66,27;16,74
08.11.2023 09:52:33;NaN;66,21;41,37;74,33;18,07
08.11.2023 10:07:33;NaN;80,27;57,82;115,88;38,77
08.11.2023 10:22:33;NaN;79,33;50,47;96,82;27,95
08.11.2023 10:37:33;NaN;72,77;51,35;100,39;21,65
08.11.2023 10:52:33;NaN;26,62;32,25;50,96;15,50
08.11.2023 11:07:33;NaN;77,66;47,84;90,93;21,76
08.11.2023 11:22:33;NaN;75,88;45,94;88,15;19,09
08.11.2023 11:37:34;NaN;72,56;59,40;120,30;26,92
08.11.2023 11:52:34;NaN;29,81;49,36;92,08;21,08
08.11.2023 12:07:34;NaN;80,07;53,69;109,87;21,26
08.11.2023 12:22:34;NaN;98,30;52,76;101,38;22,27
08.11.2023 12:37:34;NaN;71,14;48,38;93,61;30,79
08.11.2023 12:52:34;NaN;61,22;41,88;73,11;31,90
08.11.2023 13:07:34;NaN;71,48;46,89;87,91;21,12
08.11.2023 13:22:34;NaN;63,34;48,79;93,48;20,57
08.11.2023 13:37:34;NaN;74,80;52,57;104,13;20,64
08.11.2023 13:52:34;NaN;75,63;47,75;90,12;30,63
08.11.2023 14:07:34;NaN;54,66;40,43;68,96;18,96
08.11.2023 14:22:34;NaN;93,36;47,73;91,54;29,39
08.11.2023 14:37:34;NaN;99,50;52,49;106,19;18,22
08.11.2023 14:52:34;NaN;93,31;47,44;89,67;28,27
08.11.2023 15:07:34;NaN;56,93;39,19;68,50;20,18
08.11.2023 15:22:34;NaN;69,67;43,90;79,25;24,95
08.11.2023 15:37:34;NaN;68,75;42,99;80,30;18,16
08.11.2023 15:52:34;NaN;85,05;47,84;87,72;17,82
08.11.2023 16:07:34;NaN;80,98;46,89;85,51;39,39
08.11.2023 16:22:34;NaN;60,26;46,75;88,67;17,44
08.11.2023 16:37:34;NaN;71,31;47,73;89,72;17,63
08.11.2023 16:52:34;NaN;93,11;47,66;87,29;31,64
08.11.2023 17:07:34;NaN;70,05;42,59;76,05;19,14
08.11.2023 17:22:34;NaN;89,03;48,37;94,18;19,65
08.11.2023 17:37:34;NaN;85,94;46,94;86,91;18,07
08.11.2023 17:52:34;NaN;29,49;34,94;52,27;16,18
08.11.2023 18:07:34;NaN;38,22;30,00;45,86;15,15
08.11.2023 18:22:34;NaN;31,28;30,27;46,22;14,91
08.11.2023 18:37:34;NaN;67,40;36,55;65,43;21,88
08.11.2023 18:52:34;NaN;79,33;43,88;79,56;19,09
08.11.2023 19:07:34;NaN;79,85;48,33;91,40;18,51
08.11.2023 19:22:34;NaN;78,01;42,38;78,37;18,84
08.11.2023 19:37:34;NaN;43,81;37,77;64,73;24,85
08.11.2023 19:52:34;NaN;84,09;40,10;73,00;36,92
08.11.2023 20:07:34;NaN;58,67;44,13;79,87;16,78
08.11.2023 20:22:34;NaN;84,52;43,35;80,18;21,59
08.11.2023 20:37:34;NaN;65,23;42,87;78,49;21,37
08.11.2023 20:52:34;NaN;62,29;40,48;72,36;16,59
08.11.2023 21:07:34;NaN;90,35;41,80;77,59;26,11
08.11.2023 21:22:34;NaN;93,54;44,10;80,47;39,18
08.11.2023 21:37:34;NaN;86,21;43,01;76,47;29,56
08.11.2023 21:52:34;NaN;74,68;48,33;87,97;28,86
08.11.2023 22:07:34;NaN;88,88;44,73;81,40;25,79
08.11.2023 22:22:35;NaN;46,06;37,83;62,59;10,33
08.11.2023 22:37:35;NaN;36,14;31,12;49,65;24,49
08.11.2023 22:52:35;NaN;44,09;36,72;61,45;14,32
08.11.2023 23:07:35;NaN;39,31;30,06;47,71;17,29
08.11.2023 23:22:35;NaN;38,03;38,92;67,38;20,65
08.11.2023 23:37:35;NaN;43,51;36,30;61,81;17,53
08.11.2023 23:52:35;NaN;45,75;38,35;67,81;12,21
09.11.2023 00:07:35;NaN;39,23;39,02;69,57;28,95
09.11.2023 00:22:35;NaN;53,97;42,65;80,72;19,10
09.11.2023 00:37:35;NaN;45,64;40,62;73,60;31,54
09.11.2023 00:52:35;NaN;94,18;43,67;81,68;25,67
09.11.2023 01:07:35;NaN;77,88;46,68;86,78;30,06
09.11.2023 01:22:35;NaN;89,56;45,01;83,96;9,74
09.11.2023 01:37:35;NaN;69,40;46,51;88,58;35,16
09.11.2023 01:52:35;NaN;70,14;47,11;89,75;38,98
09.11.2023 02:07:35;NaN;17,82;33,36;49,46;10,27
09.11.2023 02:22:35;NaN;15,90;30,20;48,68;10,90
09.11.2023 02:37:35;NaN;92,69;49,60;96,05;15,97
09.11.2023 02:52:35;NaN;97,84;44,88;85,09;21,84
09.11.2023 03:07:35;NaN;92,01;52,19;102,85;21,80
09.11.2023 03:22:35;NaN;99,42;46,82;90,67;28,69
09.11.2023 03:37:35;NaN;86,84;47,15;91,75;15,16
09.11.2023 03:52:35;NaN;78,22;45,62;87,83;32,32
09.11.2023 04:07:35;NaN;70,75;47,98;93,92;16,96
09.11.2023 04:22:35;NaN;93,86;47,78;90,25;17,61
09.11.2023 04:37:35;NaN;43,47;38,08;69,23;16,68
09.11.2023 04:52:35;NaN;38,16;35,34;62,85;15,96
09.11.2023 05:07:35;NaN;45,77;37,41;68,48;30,38
09.11.2023 05:22:35;NaN;71,28;47,74;95,72;23,47
09.11.2023 05:37:35;NaN;84,43;47,11;93,18;21,93
09.11.2023 05:52:35;NaN;94,21;46,55;92,19;54,53
09.11.2023 06:07:35;NaN;69,05;45,72;90,59;31,41
09.11.2023 06:22:35;NaN;44,10;35,25;61,44;29,32
09.11.2023 06:37:35;NaN;84,56;47,88;98,95;24,59
09.11.2023 06:52:35;NaN;92,49;48,80;95,17;20,38
09.11.2023 07:07:35;NaN;46,60;46,10;86,72;18,81
09.11.2023 07:22:35;NaN;63,27;45,81;86,37;28,12
09.11.2023 07:37:35;NaN;85,52;51,39;105,35;59,27
09.11.2023 07:52:35;NaN;78,78;46,19;91,69;30,90
09.11.2023 08:07:35;NaN;75,71;45,00;86,51;34,36
09.11.2023 08:22:35;NaN;80,63;48,26;96,17;31,45
09.11.2023 08:37:35;NaN;61,98;42,44;81,97;48,11
09.11.2023 08:52:35;NaN;86,75;48,42;100,88;31,67
09.11.2023 09:07:36;NaN;65,77;41,63;78,71;42,99
